"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","rand","标注类别词"
"齐梅 松花奶粉300g/盒","齐梅, 松花, 奶粉, 300g, /, 盒","齐梅","1","奶粉, 盒","2","0-5135-5148-5270:食品、饮料、酒水-冲饮-奶粉","齐梅","10352188","0","奶粉"
"齐梅 胰力佳奶粉300g/袋","齐梅, 胰, 力, 佳, 奶粉, 300g, /, 袋","齐梅","1","奶粉","1","0-5135-5148-5270:食品、饮料、酒水-冲饮-奶粉","齐梅","10352155","0","奶粉"
"齐梅 降糖奶粉500g/袋","齐梅, 降, 糖, 奶粉, 500g, /, 袋","齐梅","1","糖, 奶粉","2","0-5135-5148-5270:食品、饮料、酒水-冲饮-奶粉","齐梅","10352144","1","奶粉"
"BIOBEE 有机椴树蜜270g/瓶","BIOBEE, 有机, 椴树, 蜜, 270g, /, 瓶","biobee","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","BIOBEE","188885","0",""
"BIOBEE 有机洋槐蜜270g/瓶","BIOBEE, 有机, 洋槐, 蜜, 270g, /, 瓶","biobee","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","BIOBEE","188874","0",""
"USB接口保温碟（BIOBEE 蜂蜜赠品)","USB, 接口, 保温碟, （, BIOBEE, 蜂蜜, 赠品, )","","0","接口, 保温碟","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","BIOBEE","9527804","0","保温碟"
"美羊羊 公仔（赠品）","美, 羊, 羊, 公, 仔, （, 赠品, ）","","0","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","BIOBEE","207294","0",""
"冠生园 椴树蜂蜜280g/瓶","冠生园, 椴树, 蜂蜜, 280g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962725","0","蜂蜜"
"冠生园 椴树蜂蜜580g/瓶","冠生园, 椴树, 蜂蜜, 580g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962758","0","蜂蜜"
"冠生园 洋愧蜂蜜580g/瓶","冠生园, 洋, 愧, 蜂蜜, 580g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","115651","0","蜂蜜"
"冠生园 洋愧蜂蜜580g/瓶*2","冠生园, 洋, 愧, 蜂蜜, 580g, /, 瓶, *, 2","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","10733967","0","蜂蜜"
"冠生园 紫云英蜂蜜280g/瓶","冠生园, 紫云英, 蜂蜜, 280g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962703","0","蜂蜜"
"冠生园 紫云英蜂蜜580g/瓶","冠生园, 紫云英, 蜂蜜, 580g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","115662","0","蜂蜜"
"冠生园 蜂乳420ml/瓶","冠生园, 蜂乳, 420ml, /, 瓶","冠生园","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","29356","0",""
"冠生园 蜂乳420ml/瓶*2 ","冠生园, 蜂乳, 420ml, /, 瓶, *, 2","冠生园","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","10733774","0",""
"冠生园 蜂蜜(三角瓶)480g/瓶","冠生园, 蜂蜜, (, 三角瓶, ), 480g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962736","0","蜂蜜"
"冠生园 蜂蜜(三角瓶)950g/瓶","冠生园, 蜂蜜, (, 三角瓶, ), 950g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962770","0","蜂蜜"
"冠生园 蜂蜜500g/瓶","冠生园, 蜂蜜, 500g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","29367","0","蜂蜜"
"冠生园 蜂蜜500g/瓶 *2","冠生园, 蜂蜜, 500g, /, 瓶, *, 2","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","10733763","0","蜂蜜"
"冠生园 蜂蜜580g/瓶","冠生园, 蜂蜜, 580g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962747","0","蜂蜜"
"冠生园 蜂蜜900g/瓶","冠生园, 蜂蜜, 900g, /, 瓶","冠生园","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","冠生园","9962769","0","蜂蜜"
"东北黑蜂椴树蜜1000g","东北, 黑, 蜂, 椴树, 蜜, 1000g","","0","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","北大荒","11413493","0",""
"东北黑蜂椴树蜜430g","东北, 黑, 蜂, 椴树, 蜜, 430g","","0","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","北大荒","11413482","0",""
"东北黑蜂椴树雪蜜380g","东北, 黑, 蜂, 椴树, 雪, 蜜, 380g","","0","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","北大荒","11413506","0",""
"精美骨瓷杯(家园玫瑰赠品)","精美, 骨瓷, 杯, (, 家园玫瑰, 赠品, )","骨瓷","1","杯","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","家园玫瑰","10005046","0",""
"恒寿堂 洛神花茶300g(恒寿堂赠品)","恒寿堂, 洛神, 花茶, 300g, (, 恒寿堂, 赠品, )","恒寿堂","1","花茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10259173","0","花茶"
"恒寿堂 蓝莓茶大瓶装1.03kg/瓶","恒寿堂, 蓝莓, 茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","99999","蓝莓, 茶","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10559349","0","茶"
"恒寿堂 蜜炼大瓶分享组合装（5瓶）","恒寿堂, 蜜, 炼, 大瓶, 分享, 组合装, （, 5, 瓶, ）","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","197671","0",""
"恒寿堂 蜜炼小瓶品尝组合装（5瓶）","恒寿堂, 蜜, 炼, 小瓶, 品尝, 组合装, （, 5, 瓶, ）","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","197682","0",""
"恒寿堂 蜜炼木瓜茶大瓶装1.03kg/瓶","恒寿堂, 蜜, 炼, 木, 瓜茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","1","瓜茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191366","0","瓜茶"
"恒寿堂 蜜炼木瓜茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 木, 瓜茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","1","瓜茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191446","0","瓜茶"
"恒寿堂 蜜炼柚子茶300g(赠品)","恒寿堂, 蜜, 炼, 柚子, 茶, 300g, (, 赠品, )","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","197557","0","茶"
"恒寿堂 蜜炼柚子茶300g/瓶","恒寿堂, 蜜, 炼, 柚子, 茶, 300g, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10137265","0","茶"
"恒寿堂 蜜炼柚子茶45g*20/袋","恒寿堂, 蜜, 炼, 柚子, 茶, 45g, *, 20, /, 袋","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9962781","0","茶"
"恒寿堂 蜜炼柚子茶大瓶装1.05kg*2瓶","恒寿堂, 蜜, 炼, 柚子, 茶, 大, 瓶装, 1.05kg, *, 2, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9790005","0","茶"
"恒寿堂 蜜炼柚子茶大瓶装1.05kg/瓶","恒寿堂, 蜜, 炼, 柚子, 茶, 大, 瓶装, 1.05kg, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191322","0","茶"
"恒寿堂 蜜炼柚子茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 柚子, 茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191402","0","茶"
"恒寿堂 蜜炼柠檬茶300g(恒寿堂赠品)","恒寿堂, 蜜, 炼, 柠檬茶, 300g, (, 恒寿堂, 赠品, )","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10624994","0",""
"恒寿堂 蜜炼柠檬茶45G*9/盒(恒寿堂赠品)","恒寿堂, 蜜, 炼, 柠檬茶, 45G, *, 9, /, 盒, (, 恒寿堂, 赠品, )","恒寿堂","1","盒","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10702519","0",""
"恒寿堂 蜜炼柠檬茶45g*20/袋","恒寿堂, 蜜, 炼, 柠檬茶, 45g, *, 20, /, 袋","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9962816","0",""
"恒寿堂 蜜炼柠檬茶大瓶装1.05kg/瓶","恒寿堂, 蜜, 炼, 柠檬茶, 大, 瓶装, 1.05kg, /, 瓶","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191311","0",""
"恒寿堂 蜜炼柠檬茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 柠檬茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191399","0",""
"恒寿堂 蜜炼桂圆茶大瓶装1.03kg/瓶","恒寿堂, 蜜, 炼, 桂圆, 茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191377","0","茶"
"恒寿堂 蜜炼桂圆茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 桂圆, 茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191457","0","茶"
"恒寿堂 蜜炼洛神花茶45g*20/袋","恒寿堂, 蜜, 炼, 洛神, 花茶, 45g, *, 20, /, 袋","恒寿堂","1","花茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9962805","0","花茶"
"恒寿堂 蜜炼洛神花茶大瓶装1.03kg/瓶","恒寿堂, 蜜, 炼, 洛神, 花茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","1","花茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191333","0","花茶"
"恒寿堂 蜜炼洛神花茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 洛神, 花茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","1","花茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191413","0","花茶"
"恒寿堂 蜜炼红枣茶45g*20袋","恒寿堂, 蜜, 炼, 红枣, 茶, 45g, *, 20袋","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9962792","0","红枣, 茶"
"恒寿堂 蜜炼红枣茶大瓶装1.03kg/瓶","恒寿堂, 蜜, 炼, 红枣, 茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191300","0","红枣, 茶"
"恒寿堂 蜜炼红枣茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 红枣, 茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","99999","茶","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191388","0","红枣, 茶"
"恒寿堂 蜜炼芦荟茶大瓶装1.05kg/瓶","恒寿堂, 蜜, 炼, 芦荟, 茶, 大, 瓶装, 1.05kg, /, 瓶","恒寿堂","99999","芦荟, 茶","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191355","0","茶"
"恒寿堂 蜜炼芦荟茶大瓶装1.05kg/瓶+蜜炼木瓜茶大瓶装1.03kg/瓶","恒寿堂, 蜜, 炼, 芦荟, 茶, 大, 瓶装, 1.05kg, /, 瓶, +, 蜜, 炼, 木, 瓜茶, 大, 瓶装, 1.03kg, /, 瓶","恒寿堂","99999","芦荟, 茶, 瓜茶","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","493856","0","茶, 瓜茶"
"恒寿堂 蜜炼芦荟茶小瓶装500g/瓶","恒寿堂, 蜜, 炼, 芦荟, 茶, 小, 瓶装, 500g, /, 瓶","恒寿堂","99999","芦荟, 茶","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","191435","0","茶"
"恒寿堂 蜜炼（洛神花茶+柚子茶+柠檬茶）1.03kg*3瓶 ","恒寿堂, 蜜, 炼, （, 洛神, 花茶, +, 柚子, 茶, +, 柠檬茶, ）, 1.03kg, *, 3, 瓶","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","247858","0",""
"恒寿堂蜜炼柚子制品(蜜炼柚子茶)45G*9(z)","恒寿堂, 蜜, 炼, 柚子, 制品, (, 蜜, 炼, 柚子, 茶, ), 45G, *, 9, (, z, )","恒寿堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","10618425","0",""
"金龙鱼 清香玉米油1.8L/桶、恒寿堂 蜜炼柠檬茶大瓶装1.05kg/瓶、雀巢 咖啡伴侣400g/瓶","金龙鱼, 清香, 玉米油, 1.8L, /, 桶, 、, 恒寿堂, 蜜, 炼, 柠檬茶, 大, 瓶装, 1.05kg, /, 瓶, 、, 雀巢, 咖啡, 伴侣, 400g, /, 瓶","金龙鱼","1","咖啡","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","恒寿堂","9658508","0","咖啡"
"五色瓷杯(悦活赠品)","五色, 瓷, 杯, (, 悦活, 赠品, )","","0","杯","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","10554377","0",""
"悦活 优选100有机洋槐蜂蜜375g/瓶","悦活, 优选, 100, 有机, 洋槐, 蜂蜜, 375g, /, 瓶","悦活","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","501133","0","蜂蜜"
"悦活 优选100枸杞蜂蜜300g/瓶","悦活, 优选, 100, 枸杞, 蜂蜜, 300g, /, 瓶","悦活","1","枸杞, 蜂蜜","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","501155","0","蜂蜜"
"悦活 优选100洋槐蜂蜜454g/瓶","悦活, 优选, 100, 洋槐, 蜂蜜, 454g, /, 瓶","悦活","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","501144","0","蜂蜜"
"悦活 党参蜂蜜300g/瓶","悦活, 党参, 蜂蜜, 300g, /, 瓶","悦活","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","10554333","0","蜂蜜"
"悦活 普通枸杞蜂蜜454g/瓶","悦活, 普通, 枸杞, 蜂蜜, 454g, /, 瓶","悦活","1","普通, 枸杞, 蜂蜜","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","10554355","0","蜂蜜"
"悦活 普通洋槐蜂蜜454g/瓶","悦活, 普通, 洋槐, 蜂蜜, 454g, /, 瓶","悦活","1","普通, 蜂蜜","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","10554344","0","蜂蜜"
"悦活 有机党参蜂蜜375g/瓶","悦活, 有机, 党参, 蜂蜜, 375g, /, 瓶","悦活","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","悦活","10554322","0","蜂蜜"
"慈生堂 袋装结晶蜂蜜96g/袋","慈生堂, 袋装, 结晶, 蜂蜜, 96g, /, 袋","慈生堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","慈生堂","314987","0","蜂蜜"
"斯必利 金银花低聚木糖颗粒80g/盒(赠品)","斯必利, 金银花, 低, 聚, 木, 糖, 颗粒, 80g, /, 盒, (, 赠品, )","斯必利","1","金银花, 糖, 盒","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","斯必利","9992567","0",""
"美国原装进口新生命马努卡蜂蜜500g/瓶","美国, 原装, 进口, 新生命, 马, 努, 卡, 蜂蜜, 500g, /, 瓶","新生命","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","新生命","11365007","0","蜂蜜"
"方回春堂 党参蜂蜜 一级 400克 纯天然美容","方回春堂, 党参, 蜂蜜, 一级, 400, 克, 纯, 天然, 美容","方回春堂","1","蜂蜜, 美容","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969296","0","蜂蜜"
"方回春堂 天然成熟洋槐蜜 一级 400克 纯正槐花蜜","方回春堂, 天然, 成熟, 洋槐, 蜜, 一级, 400, 克, 纯正, 槐, 花蜜","方回春堂","1","","0","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969387","0",""
"方回春堂 有机蜂蜜 一级 400克 纯天然蜂蜜","方回春堂, 有机, 蜂蜜, 一级, 400, 克, 纯, 天然, 蜂蜜","方回春堂","1","蜂蜜, 蜂蜜","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969343","0","蜂蜜"
"方回春堂 枇杷蜂蜜 一级 400克 纯天然枇杷蜜 化痰止咳","方回春堂, 枇杷, 蜂蜜, 一级, 400, 克, 纯, 天然, 枇杷, 蜜, 化痰止咳","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969252","0","蜂蜜"
"方回春堂 枣花蜂蜜 一级 400克 纯天然枣花蜜 养颜补血","方回春堂, 枣花, 蜂蜜, 一级, 400, 克, 纯, 天然, 枣, 花蜜, 养颜, 补血","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969263","0","蜂蜜"
"方回春堂 柠檬蜜汁 400克 水果蜜汁日本原装进口","方回春堂, 柠檬, 蜜汁, 400, 克, 水果, 蜜汁, 日本, 原装, 进口","方回春堂","99999","水果","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969376","0","蜜汁, 蜜汁"
"方回春堂 椴树蜂蜜 一级 400克 纯天然 椴树蜜","方回春堂, 椴树, 蜂蜜, 一级, 400, 克, 纯, 天然, 椴树, 蜜","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969321","0","蜂蜜"
"方回春堂 洋槐蜂蜜 一级 400克 纯天然槐花蜂","方回春堂, 洋槐, 蜂蜜, 一级, 400, 克, 纯, 天然, 槐花, 蜂","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969241","0","蜂蜜"
"方回春堂 益母草蜂蜜 一级 400克 纯天然蜂蜜 调经活血","方回春堂, 益母草, 蜂蜜, 一级, 400, 克, 纯, 天然, 蜂蜜, 调经, 活血","方回春堂","1","益母草, 蜂蜜, 蜂蜜","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969230","0","蜂蜜"
"方回春堂 紫云英蜂蜜 一级 400克 纯天然 美容","方回春堂, 紫云英, 蜂蜜, 一级, 400, 克, 纯, 天然, 美容","方回春堂","1","蜂蜜, 美容","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969310","0","蜂蜜"
"方回春堂 芒果蜜汁 400克 水果蜜汁日本原装进口","方回春堂, 芒果, 蜜汁, 400, 克, 水果, 蜜汁, 日本, 原装, 进口","方回春堂","99999","水果","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969401","0","蜜汁, 蜜汁"
"方回春堂 苹果蜜汁 400克 水果蜜汁日本原装进口","方回春堂, 苹果, 蜜汁, 400, 克, 水果, 蜜汁, 日本, 原装, 进口","方回春堂","99999","苹果, 水果","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969398","0","苹果, 蜜汁, 蜜汁"
"方回春堂 荔枝蜂蜜 一级 400克 纯天然荔枝蜜","方回春堂, 荔枝, 蜂蜜, 一级, 400, 克, 纯, 天然, 荔枝蜜","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969285","0","蜂蜜"
"方回春堂 蓝莓蜜汁 400克 水果蜜汁日本原装进口","方回春堂, 蓝莓, 蜜汁, 400, 克, 水果, 蜜汁, 日本, 原装, 进口","方回春堂","99999","蓝莓, 水果","2","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969365","0","蜜汁, 蜜汁"
"方回春堂 蜂巢蜜膏 一级 400克 纯天然蜂蜜膏","方回春堂, 蜂巢, 蜜, 膏, 一级, 400, 克, 纯, 天然, 蜂蜜, 膏","方回春堂","1","膏, 蜂蜜, 膏","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969354","0","蜂蜜"
"方回春堂 蜂胶软胶囊 30克 正品天然蜂胶 高浓 蜂胶胶囊","方回春堂, 蜂胶, 软, 胶囊, 30, 克, 正品, 天然, 蜂胶, 高, 浓, 蜂胶, 胶囊","方回春堂","1","蜂胶, 蜂胶, 蜂胶","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969229","0","蜂胶"
"方回春堂 野桂花蜂蜜 400克 纯天然桂花蜜 冬蜜 活血调经","方回春堂, 野, 桂花, 蜂蜜, 400, 克, 纯, 天然, 桂, 花蜜, 冬, 蜜, 活血, 调经","方回春堂","1","蜂蜜","1","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969218","0","蜂蜜"
"方回春堂 龙眼蜂蜜 一级 400克 纯天然龙眼蜜 养血安神","方回春堂, 龙眼, 蜂蜜, 一级, 400, 克, 纯, 天然, 龙眼, 蜜, 养血, 安神","方回春堂","1","龙眼, 蜂蜜, 龙眼","3","0-5135-5148-5271:食品、饮料、酒水-冲饮-蜂蜜","方回春堂","10969274","0","蜂蜜, 龙眼"
