"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"钊盛 ZS-E320单片(明黄色 单包出售）","钊盛, ZS-E320, 单片, (, 明, 黄色, 单, 包, 出售, ）","钊盛","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505093",""
"钊盛 ZS-E320单片(白色 单包出售）","钊盛, ZS-E320, 单片, (, 白色, 单, 包, 出售, ）","钊盛","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","508952",""
"钊盛 ZS-Q310抽杆夹(12个/包出售 明红色）","钊盛, ZS-Q310, 抽, 杆, 夹, (, 12, 个, /, 包, 出售, 明, 红色, ）","钊盛","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505037","夹"
"钊盛 ZS-Q310抽杆夹(12个/包出售 明绿色）","钊盛, ZS-Q310, 抽, 杆, 夹, (, 12, 个, /, 包, 出售, 明, 绿色, ）","钊盛","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505026","夹"
"钊盛 ZS-Q310抽杆夹(12个/包出售 明蓝色）","钊盛, ZS-Q310, 抽, 杆, 夹, (, 12, 个, /, 包, 出售, 明, 蓝色, ）","钊盛","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505015","夹"
"钊盛 ZS-Q310抽杆夹(12个/包出售 明黄色）","钊盛, ZS-Q310, 抽, 杆, 夹, (, 12, 个, /, 包, 出售, 明, 黄色, ）","钊盛","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505048","夹"
"钊盛 ZS-Q310抽杆夹(12个/包出售 白色）","钊盛, ZS-Q310, 抽, 杆, 夹, (, 12, 个, /, 包, 出售, 白色, ）","钊盛","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","508941","夹"
"无酸纸档案盒5CM","无, 酸, 纸, 档案盒, 5CM","","0","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","其他","9768450","档案盒"
"易达 舒适型档案盒/文件盒 (A4 1.5寸 蓝色) 847205","易达, 舒适, 型, 档案盒, /, 文件, 盒, (, A4, 1.5, 寸, 蓝色, ), 847205","易达","1","档案盒, 盒","2","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","易达","10277506","档案盒"
"易达 舒适型档案盒/文件盒 (A4 1.5寸 黑色) 847207","易达, 舒适, 型, 档案盒, /, 文件, 盒, (, A4, 1.5, 寸, 黑色, ), 847207","易达","1","档案盒, 盒","2","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","易达","10277517","档案盒"
"易达 舒适型档案盒/文件盒 (A4 2寸 黑色) 847127","易达, 舒适, 型, 档案盒, /, 文件, 盒, (, A4, 2, 寸, 黑色, ), 847127","易达","1","档案盒, 盒","2","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","易达","10277493","档案盒"
"钊盛 ZS-35档案盒(灰 单个出售）","钊盛, ZS-35, 档案盒, (, 灰, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","565695","档案盒"
"钊盛 ZS-35档案盒(绯蓝 单个出售）","钊盛, ZS-35, 档案盒, (, 绯, 蓝, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","508929","档案盒"
"钊盛 ZS-35档案盒(黑 单个出售）","钊盛, ZS-35, 档案盒, (, 黑, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","565684","档案盒"
"钊盛 ZS-60档案盒(灰 单个出售）","钊盛, ZS-60, 档案盒, (, 灰, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","565720","档案盒"
"钊盛 ZS-60档案盒(绯蓝 单个出售）","钊盛, ZS-60, 档案盒, (, 绯, 蓝, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","508930","档案盒"
"钊盛 ZS-60档案盒(黑 单个出售）","钊盛, ZS-60, 档案盒, (, 黑, 单个, 出售, ）","钊盛","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","钊盛","565719","档案盒"
"齐心 档案盒1.5寸(HC-35)黑色","齐心, 档案盒, 1.5, 寸, (, HC-35, ), 黑色","齐心","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","齐心","9672177","档案盒"
"齐心 档案盒1.5寸(HC35)绯蓝色","齐心, 档案盒, 1.5, 寸, (, HC35, ), 绯, 蓝色","齐心","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","齐心","9672188","档案盒"
"齐心 档案盒2寸(HC-55)绯蓝色","齐心, 档案盒, 2, 寸, (, HC-55, ), 绯, 蓝色","齐心","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","齐心","9672202","档案盒"
"齐心 档案盒2寸(HC-55)黑色","齐心, 档案盒, 2, 寸, (, HC-55, ), 黑色","齐心","1","档案盒","1","0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒","齐心","9672199","档案盒"
"华杰 二孔文件夹","华杰, 二, 孔, 文件夹","华杰","1","文件夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","华杰","9673067","文件夹"
"易达 A4 2寸 半包胶经济型档案夹28127（黑色）","易达, A4, 2, 寸, 半包, 胶, 经济, 型, 档案夹, 28127, （, 黑色, ）","易达","1","经济, 档案夹","2","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10367187","经济, 档案夹"
"易达 A4 3寸 半包胶经济型档案夹28137","易达, A4, 3, 寸, 半包, 胶, 经济, 型, 档案夹, 28137","易达","1","经济, 档案夹","2","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10367198","经济, 档案夹"
"易达 F/C 3寸半包胶经济型档案夹28237","易达, F, /, C, 3, 寸, 半包, 胶, 经济, 型, 档案夹, 28237","易达","1","经济, 档案夹","2","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10367212","经济, 档案夹"
"易达 全包胶档案夹（A4 2寸背宽 50mm孔距 蓝色）951445","易达, 全, 包, 胶, 档案夹, （, A4, 2, 寸, 背, 宽, 50mm, 孔, 距, 蓝色, ）, 951445","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276956","档案夹"
"易达 全包胶档案夹（A4 2寸背宽 50mm孔距 黑色）951447","易达, 全, 包, 胶, 档案夹, （, A4, 2, 寸, 背, 宽, 50mm, 孔, 距, 黑色, ）, 951447","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276967","档案夹"
"易达 全包胶档案夹（A4 3寸背宽 70mm孔距 蓝色）951435","易达, 全, 包, 胶, 档案夹, （, A4, 3, 寸, 背, 宽, 70mm, 孔, 距, 蓝色, ）, 951435","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276901","档案夹"
"易达 全包胶档案夹（A4 3寸背宽 70mm孔距 黑色）951437","易达, 全, 包, 胶, 档案夹, （, A4, 3, 寸, 背, 宽, 70mm, 孔, 距, 黑色, ）, 951437","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276923","档案夹"
"易达 全包胶档案夹（FC 2寸背宽 50mm孔距 蓝色）951465","易达, 全, 包, 胶, 档案夹, （, FC, 2, 寸, 背, 宽, 50mm, 孔, 距, 蓝色, ）, 951465","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10277006","档案夹"
"易达 全包胶档案夹（FC 2寸背宽 50mm孔距 黑色）951467","易达, 全, 包, 胶, 档案夹, （, FC, 2, 寸, 背, 宽, 50mm, 孔, 距, 黑色, ）, 951467","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10277028","档案夹"
"易达 全包胶档案夹（FC 3寸背宽 70mm孔距 黑色）951457","易达, 全, 包, 胶, 档案夹, （, FC, 3, 寸, 背, 宽, 70mm, 孔, 距, 黑色, ）, 951457","易达","1","档案夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276990","档案夹"
"易达 加插封面文件夹(A4 三孔 孔径38mm 背宽60mm 380页 白色 )504430","易达, 加, 插, 封面, 文件夹, (, A4, 三, 孔, 孔径, 38mm, 背, 宽, 60mm, 380, 页, 白色, ), 504430","易达","1","插, 封面, 文件夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276821","文件夹"
"易达 加插封面文件夹(A4 三孔 孔径50mm 背宽78mm 500页 白色 )505430","易达, 加, 插, 封面, 文件夹, (, A4, 三, 孔, 孔径, 50mm, 背, 宽, 78mm, 500, 页, 白色, ), 505430","易达","1","插, 封面, 文件夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276854","文件夹"
"易达 加插封面文件夹(A4 四孔 孔径50mm 背宽78mm 500页 白色 )505440","易达, 加, 插, 封面, 文件夹, (, A4, 四孔, 孔径, 50mm, 背, 宽, 78mm, 500, 页, 白色, ), 505440","易达","1","插, 封面, 文件夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276865","文件夹"
"易达 加插封面档案夹(A4 三孔 孔径16mm 背宽22mm 160页 白色 )502430","易达, 加, 插, 封面, 档案夹, (, A4, 三, 孔, 孔径, 16mm, 背, 宽, 22mm, 160, 页, 白色, ), 502430","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276763","档案夹"
"易达 加插封面档案夹(A4 三孔 孔径25mm 背宽42mm 250页 白色 )503430","易达, 加, 插, 封面, 档案夹, (, A4, 三, 孔, 孔径, 25mm, 背, 宽, 42mm, 250, 页, 白色, ), 503430","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276796","档案夹"
"易达 加插封面档案夹(A4 两孔 孔径16mm 背宽22mm 160页 白色 )502420","易达, 加, 插, 封面, 档案夹, (, A4, 两, 孔, 孔径, 16mm, 背, 宽, 22mm, 160, 页, 白色, ), 502420","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276752","档案夹"
"易达 加插封面档案夹(A4 两孔 孔径25mm 背宽42mm 250页 白色 )503420","易达, 加, 插, 封面, 档案夹, (, A4, 两, 孔, 孔径, 25mm, 背, 宽, 42mm, 250, 页, 白色, ), 503420","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276785","档案夹"
"易达 加插封面档案夹(A4 四孔 孔径16mm 背宽22mm 160页 白色 )502440","易达, 加, 插, 封面, 档案夹, (, A4, 四孔, 孔径, 16mm, 背, 宽, 22mm, 160, 页, 白色, ), 502440","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276774","档案夹"
"易达 加插封面档案夹(A4 四孔 孔径25mm 背宽42mm 250页 白色 )503440","易达, 加, 插, 封面, 档案夹, (, A4, 四孔, 孔径, 25mm, 背, 宽, 42mm, 250, 页, 白色, ), 503440","易达","1","插, 封面, 档案夹","3","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","易达","10276809","档案夹"
"齐心 A4,2寸半包胶快劳夹A205蓝色","齐心, A4, ,, 2, 寸, 半包, 胶, 快, 劳, 夹, A205, 蓝色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682762","快, 劳, 夹"
"齐心 A4,2寸半包胶快劳夹A205黑色","齐心, A4, ,, 2, 寸, 半包, 胶, 快, 劳, 夹, A205, 黑色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682773","快, 劳, 夹"
"齐心 A4,3寸半包胶快劳夹A206蓝色","齐心, A4, ,, 3, 寸, 半包, 胶, 快, 劳, 夹, A206, 蓝色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9672224","快, 劳, 夹"
"齐心 A4,3寸半包胶快劳夹A206黑色","齐心, A4, ,, 3, 寸, 半包, 胶, 快, 劳, 夹, A206, 黑色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9672213","快, 劳, 夹"
"齐心 F/C,2寸半包胶快劳夹A207蓝色","齐心, F, /, C, ,, 2, 寸, 半包, 胶, 快, 劳, 夹, A207, 蓝色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682784","快, 劳, 夹"
"齐心 F/C,2寸半包胶快劳夹A207黑色","齐心, F, /, C, ,, 2, 寸, 半包, 胶, 快, 劳, 夹, A207, 黑色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682795","快, 劳, 夹"
"齐心 F/C,3寸半包胶快劳夹A208蓝色","齐心, F, /, C, ,, 3, 寸, 半包, 胶, 快, 劳, 夹, A208, 蓝色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682808","快, 劳, 夹"
"齐心 F/C,3寸半包胶快劳夹A208黑色","齐心, F, /, C, ,, 3, 寸, 半包, 胶, 快, 劳, 夹, A208, 黑色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9682819","快, 劳, 夹"
"齐心 FC3寸半包胶快劳夹(A208)蓝色","齐心, FC3, 寸, 半包, 胶, 快, 劳, 夹, (, A208, ), 蓝色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9672246","快, 劳, 夹"
"齐心 FC3寸半包胶快劳夹(A208)黑色","齐心, FC3, 寸, 半包, 胶, 快, 劳, 夹, (, A208, ), 黑色","齐心","99999","夹","1","0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹","齐心","9672235","快, 劳, 夹"
"得力DELI 5383(A4)二孔PP D型文件夹 颜色随机","得力, DELI, 5383, (, A4, ), 二, 孔, PP, D, 型, 文件夹, 颜色, 随机","得力","1","文件夹, 颜色","2","0-361-16629-16785-16841:办公用品-办公文具-文件管理-整理夹","得力","9670626","文件夹"
"得力DELI 5387(A4)二孔插袋式 D型文件夹 颜色随机","得力, DELI, 5387, (, A4, ), 二, 孔, 插袋, 式, D, 型, 文件夹, 颜色, 随机","得力","1","文件夹, 颜色","2","0-361-16629-16785-16841:办公用品-办公文具-文件管理-整理夹","得力","9670637","文件夹"
"吉丽 120名名片册(G4201)","吉丽, 120, 名, 名片册, (, G4201, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672042","名片册"
"吉丽 168名名片册(G4208)","吉丽, 168, 名, 名片册, (, G4208, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672008","名片册"
"吉丽 180名名片册(G4203)","吉丽, 180, 名, 名片册, (, G4203, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672053","名片册"
"吉丽 240名名片册(G4206)","吉丽, 240, 名, 名片册, (, G4206, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672019","名片册"
"吉丽 360名名片册(G4207)","吉丽, 360, 名, 名片册, (, G4207, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672020","名片册"
"吉丽 480名名片册(G4205)","吉丽, 480, 名, 名片册, (, G4205, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672064","名片册"
"吉丽 72名名片册(G4200)","吉丽, 72, 名, 名片册, (, G4200, )","吉丽","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","吉丽","9672031","名片册"
"得力DELI 5772(120枚) 名片册 颜色随机","得力, DELI, 5772, (, 120枚, ), 名片册, 颜色, 随机","得力","1","名片册, 颜色","2","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","得力","9670773","名片册"
"得力DELI 5773(240枚) 名片册 颜色随机","得力, DELI, 5773, (, 240枚, ), 名片册, 颜色, 随机","得力","1","名片册, 颜色","2","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","得力","9670784","名片册"
"得力DELI 5783(180枚)摊开式 名片册 颜色随机","得力, DELI, 5783, (, 180枚, ), 摊开, 式, 名片册, 颜色, 随机","得力","1","名片册, 颜色","2","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","得力","9670795","名片册"
"易达 冷银名片册 (120名 3名/页 蓝色) 183112","易达, 冷, 银, 名片册, (, 120, 名, 3, 名, /, 页, 蓝色, ), 183112","易达","1","名片册","1","0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册","易达","10279193","名片册"
